manhattan,0.007996,[7, 6, 2, 3, 8, 4, 5, 0, 1],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.007449,[6, 1, 2, 5, 7, 4, 3, 0, 8],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.088905,[5, 0, 7, 2, 1, 4, 3, 8, 6],[1, 2, 3, 4, 5, 6, 7, 8, 0]
misplaced,0.511492,[5, 7, 0, 2, 1, 4, 3, 8, 6],[1, 2, 3, 4, 5, 6, 7, 8, 0]
misplaced,0.219428,[8, 7, 1, 6, 3, 4, 0, 5, 2],[1, 2, 3, 4, 5, 6, 7, 8, 0]
misplaced,0.336261,[2, 3, 4, 8, 0, 7, 5, 6, 1],[1, 2, 3, 4, 5, 6, 7, 8, 0]
misplaced,0.188525,[2, 3, 4, 8, 7, 0, 5, 6, 1],[1, 2, 3, 4, 5, 6, 7, 8, 0]
misplaced,0.039755,[1, 6, 3, 0, 8, 2, 4, 7, 5],[1, 2, 3, 4, 5, 6, 7, 8, 0]
misplaced,1.021209,[7, 6, 5, 8, 1, 4, 3, 0, 2],[1, 2, 3, 4, 5, 6, 7, 8, 0]
misplaced,0.493654,[7, 6, 5, 8, 1, 4, 0, 3, 2],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,4.817026,[2, 4, 5, 8, 6, 7, 1, 3, 0],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,3.840911,[2, 4, 5, 8, 6, 7, 1, 3, 0],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,3.914781,[1, 2, 3, 4, 5, 6, 8, 7, 0],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.029050,[7, 8, 1, 4, 5, 0, 6, 2, 3],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.015331,[7, 8, 1, 4, 5, 3, 6, 2, 0],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.017859,[7, 8, 1, 4, 5, 3, 6, 0, 2],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.008649,[7, 8, 1, 4, 0, 3, 6, 5, 2],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.010094,[7, 0, 1, 4, 8, 3, 6, 5, 2],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.007607,[7, 1, 0, 4, 8, 3, 6, 5, 2],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.006654,[7, 1, 3, 4, 8, 0, 6, 5, 2],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.004522,[7, 1, 3, 4, 8, 2, 6, 5, 0],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.002856,[7, 1, 3, 4, 8, 2, 6, 0, 5],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.002292,[7, 1, 3, 4, 8, 2, 0, 6, 5],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.001680,[7, 1, 3, 0, 8, 2, 4, 6, 5],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.001436,[7, 1, 3, 8, 0, 2, 4, 6, 5],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.001139,[7, 1, 3, 8, 2, 0, 4, 6, 5],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.000470,[7, 1, 3, 8, 2, 5, 4, 6, 0],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.000443,[7, 1, 3, 8, 2, 5, 4, 0, 6],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.000360,[7, 1, 3, 8, 2, 5, 0, 4, 6],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.000262,[7, 1, 3, 0, 2, 5, 8, 4, 6],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.000250,[0, 1, 3, 7, 2, 5, 8, 4, 6],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.000225,[1, 0, 3, 7, 2, 5, 8, 4, 6],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.000204,[1, 2, 3, 7, 0, 5, 8, 4, 6],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.000134,[1, 2, 3, 7, 4, 5, 8, 0, 6],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.000128,[1, 2, 3, 7, 4, 5, 0, 8, 6],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.000106,[1, 2, 3, 0, 4, 5, 7, 8, 6],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.000082,[1, 2, 3, 4, 0, 5, 7, 8, 6],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.000020,[1, 2, 3, 4, 5, 6, 7, 8, 0],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.000018,[1, 2, 3, 4, 5, 6, 7, 8, 0],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,3.947785,[1, 2, 3, 4, 5, 6, 7, 0, 8],[1, 2, 3, 4, 5, 8, 7, 6, 0]
manhattan,4.095077,[1, 2, 3, 4, 0, 6, 7, 5, 8],[1, 2, 3, 4, 5, 8, 7, 6, 0]
manhattan,3.765139,[1, 2, 3, 4, 5, 0, 7, 8, 6],[1, 2, 3, 4, 5, 8, 7, 6, 0]
manhattan,0.000064,[1, 2, 3, 4, 5, 6, 7, 0, 8],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.000061,[1, 2, 3, 4, 5, 6, 7, 0, 8],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.000082,[1, 2, 3, 4, 5, 6, 7, 0, 8],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,0.001547,[1, 2, 3, 4, 5, 0, 6, 7, 8],[1, 2, 3, 4, 5, 6, 7, 8, 0]
manhattan,3.933906,[1, 2, 3, 4, 0, 6, 7, 5, 8],[1, 2, 3, 4, 5, 6, 8, 7, 0]
manhattan,0.001775,[1, 2, 3, 4, 5, 0, 7, 8, 6],[1, 2, 3, 4, 5, 0, 6, 7, 8]
